PDB,Rosetta Score
1V9S_B_1,-350.206885287
1V9S_B_10,-351.000727388
1V9S_B_100,-350.074662254
1V9S_B_101,-349.268423364
1V9S_B_102,-349.609199153
1V9S_B_103,-348.743057002
1V9S_B_104,-349.672114948
1V9S_B_105,-350.424900834
1V9S_B_106,-350.757985368
1V9S_B_107,-348.719429866
1V9S_B_108,-350.170750089
1V9S_B_109,-349.826263265
1V9S_B_11,-349.935892823
1V9S_B_110,-349.744952623
1V9S_B_111,-350.33453483
1V9S_B_112,-349.661091593
1V9S_B_113,-349.602305704
1V9S_B_114,-348.840825553
1V9S_B_115,-349.183520492
1V9S_B_116,-349.616588778
1V9S_B_117,-349.683132933
1V9S_B_118,-349.157655225
1V9S_B_119,-349.376323569
1V9S_B_12,-351.608607396
1V9S_B_120,-349.295908303
1V9S_B_121,-350.083723333
1V9S_B_122,-349.320230597
1V9S_B_123,-349.282108164
1V9S_B_124,-348.552256062
1V9S_B_125,-349.7205223
1V9S_B_126,-350.715699371
1V9S_B_127,-349.936714249
1V9S_B_128,-349.767289794
1V9S_B_129,-350.828580411
1V9S_B_13,-348.898653569
1V9S_B_130,-348.945425541
1V9S_B_131,-348.425815093
1V9S_B_132,-349.041096158
1V9S_B_133,-348.893049004
1V9S_B_134,-348.550950273
1V9S_B_135,-348.972210702
1V9S_B_136,-349.073965603
1V9S_B_137,-348.988168693
1V9S_B_138,-348.973266164
1V9S_B_139,-349.571638858
1V9S_B_14,-349.338595761
1V9S_B_140,-350.068408163
1V9S_B_141,-349.216432485
1V9S_B_142,-350.115028701
1V9S_B_143,-349.488870852
1V9S_B_144,-349.249115536
1V9S_B_145,-349.096391173
1V9S_B_146,-349.735225566
1V9S_B_147,-350.421502353
1V9S_B_148,-349.970340928
1V9S_B_149,-349.363619312
1V9S_B_15,-349.933592106
1V9S_B_150,-349.397907094
1V9S_B_151,-349.826750755
1V9S_B_152,-349.521723231
1V9S_B_153,-349.741216029
1V9S_B_154,-349.067188726
1V9S_B_155,-349.538933024
1V9S_B_156,-349.343190776
1V9S_B_157,-349.996219878
1V9S_B_158,-348.840097914
1V9S_B_159,-349.158408339
1V9S_B_16,-349.217169377
1V9S_B_160,-348.965300611
1V9S_B_161,-348.895732302
1V9S_B_162,-350.139048601
1V9S_B_163,-350.101280753
1V9S_B_164,-350.272359337
1V9S_B_165,-349.291831159
1V9S_B_166,-349.279722697
1V9S_B_167,-349.283508161
1V9S_B_168,-349.374553942
1V9S_B_169,-348.890021437
1V9S_B_17,-349.02401518
1V9S_B_170,-348.565841627
1V9S_B_171,-350.174288952
1V9S_B_172,-350.471433768
1V9S_B_173,-349.840416504
