1JLW_A_1 -416.016
1JLW_A_2 -416.320
1JLW_A_3 -418.933
1JLW_A_4 -414.499
1JLW_A_5 -420.159
1JLW_A_6 -421.860
1JLW_A_7 -422.031
1JLW_A_8 -416.668
1JLW_A_9 -422.401
1JLW_A_10 -419.591
1JLW_A_11 -426.947
1JLW_A_12 -415.854
1JLW_A_13 -417.302
1JLW_A_14 -419.993
1JLW_A_15 -420.663
1JLW_A_16 -410.231
1JLW_A_17 -420.640
1JLW_A_18 -427.391
1JLW_A_19 -418.968
1JLW_A_20 -421.136
1JLW_A_21 -421.037
1JLW_A_22 -419.700
1JLW_A_23 -415.586
1JLW_A_24 -431.329
1JLW_A_25 -419.150
1JLW_A_26 -411.470
1JLW_A_27 -417.165
1JLW_A_28 -417.345
1JLW_A_29 -414.441
1JLW_A_30 -420.613
1JLW_A_31 -424.869
1JLW_A_32 -426.391
1JLW_A_33 -421.150
1JLW_A_34 -414.147
1JLW_A_35 -416.244
1JLW_A_36 -424.700
1JLW_A_37 -415.637
1JLW_A_38 -416.422
1JLW_A_39 -426.492
1JLW_A_40 -417.149
1JLW_A_41 -421.515
1JLW_A_42 -430.238
1JLW_A_43 -427.689
1JLW_A_44 -424.031
1JLW_A_45 -419.455
1JLW_A_46 -418.521
1JLW_A_47 -418.613
1JLW_A_48 -421.642
1JLW_A_49 -424.262
1JLW_A_50 -421.864
1JLW_A_51 -417.314
1JLW_A_52 -419.144
1JLW_A_53 -418.036
1JLW_A_54 -419.751
1JLW_A_55 -416.084
1JLW_A_56 -413.233
1JLW_A_57 -420.782
1JLW_A_58 -417.112
1JLW_A_59 -422.795
1JLW_A_60 -419.234
1JLW_A_61 -420.071
1JLW_A_62 -420.534
1JLW_A_63 -419.415
1JLW_A_64 -423.586
1JLW_A_65 -417.253
1JLW_A_66 -429.183
1JLW_A_67 -426.218
1JLW_A_68 -421.930
1JLW_A_69 -419.421
1JLW_A_70 -418.227
1JLW_A_71 -425.779
1JLW_A_72 -419.489
1JLW_A_73 -414.740
1JLW_A_74 -420.294
1JLW_A_75 -421.973
1JLW_A_76 -427.465
1JLW_A_77 -414.317
1JLW_A_78 -421.100
1JLW_A_79 -416.783
1JLW_A_80 -424.296
1JLW_A_81 -423.077
1JLW_A_82 -427.881
1JLW_A_83 -404.674
1JLW_A_84 -419.510
1JLW_A_85 -416.596
1JLW_A_86 -424.195
1JLW_A_87 -418.145
1JLW_A_88 -417.078
1JLW_A_89 -419.230
1JLW_A_90 -418.270
1JLW_A_91 -419.743
1JLW_A_92 -418.079
1JLW_A_93 -421.315
1JLW_A_94 -411.918
1JLW_A_95 -416.902
1JLW_A_96 -421.613
1JLW_A_97 -429.281
1JLW_A_98 -415.754
1JLW_A_99 -422.204
1JLW_A_100 -414.201
1JLW_A_101 -420.254
1JLW_A_102 -427.136
1JLW_A_103 -420.445
1JLW_A_104 -418.266
1JLW_A_105 -419.963
1JLW_A_106 -414.529
1JLW_A_107 -420.638
1JLW_A_108 -418.991
1JLW_A_109 -417.903
1JLW_A_110 -418.434
1JLW_A_111 -418.635
1JLW_A_112 -414.447
1JLW_A_113 -417.468
1JLW_A_114 -429.620
1JLW_A_115 -419.230
1JLW_A_116 -426.706
1JLW_A_117 -425.326
1JLW_A_118 -418.634
1JLW_A_119 -416.337
1JLW_A_120 -418.489
1JLW_A_121 -417.343
1JLW_A_122 -424.015
1JLW_A_123 -422.046
1JLW_A_124 -415.503
1JLW_A_125 -418.609
1JLW_A_126 -415.715
1JLW_A_127 -420.333
1JLW_A_128 -416.069
1JLW_A_129 -419.102
1JLW_A_130 -420.529
1JLW_A_131 -427.558
1JLW_A_132 -428.293
1JLW_A_133 -421.462
1JLW_A_134 -416.334
1JLW_A_135 -415.956
1JLW_A_136 -420.158
1JLW_A_137 -422.920
1JLW_A_138 -419.452
1JLW_A_139 -422.288
1JLW_A_140 -422.907
1JLW_A_141 -417.075
1JLW_A_142 -430.714
1JLW_A_143 -418.404
1JLW_A_144 -409.850
1JLW_A_145 -416.978
1JLW_A_146 -418.838
1JLW_A_147 -423.215
1JLW_A_148 -424.981
1JLW_A_149 -422.959
1JLW_A_150 -419.534
1JLW_A_151 -426.904
1JLW_A_152 -421.310
1JLW_A_153 -425.511
1JLW_A_154 -420.408
1JLW_A_155 -416.286
1JLW_A_156 -421.535
1JLW_A_157 -418.377
1JLW_A_158 -428.879
1JLW_A_159 -418.914
1JLW_A_160 -416.625
1JLW_A_161 -419.212
1JLW_A_162 -418.436
1JLW_A_163 -415.394
1JLW_A_164 -417.298
1JLW_A_165 -418.245
1JLW_A_166 -420.170
1JLW_A_167 -417.812
1JLW_A_168 -417.397
1JLW_A_169 -423.359
1JLW_A_170 -420.232
1JLW_A_171 -420.799
1JLW_A_172 -418.179
1JLW_A_173 -416.027
1JLW_A_174 -416.922
1JLW_A_175 -420.556
1JLW_A_176 -418.299
1JLW_A_177 -423.959
1JLW_A_178 -419.750
1JLW_A_179 -414.143
1JLW_A_180 -421.974
1JLW_A_181 -416.426
1JLW_A_182 -417.136
1JLW_A_183 -420.608
1JLW_A_184 -417.424
1JLW_A_185 -423.459
1JLW_A_186 -427.005
1JLW_A_187 -419.754
1JLW_A_188 -421.495
1JLW_A_189 -420.778
1JLW_A_190 -422.079
1JLW_A_191 -426.467
1JLW_A_192 -418.268
1JLW_A_193 -417.288
1JLW_A_194 -418.068
1JLW_A_195 -426.282
1JLW_A_196 -419.353
1JLW_A_197 -418.727
1JLW_A_198 -422.751
1JLW_A_199 -422.076
1JLW_A_200 -419.382
1JLW_A_201 -412.406
1JLW_A_202 -419.962
1JLW_A_203 -420.869
1JLW_A_204 -417.505
1JLW_A_205 -422.939
1JLW_A_206 -423.810
1JLW_A_207 -415.614
1JLW_A_208 -423.407
1JLW_A_209 -417.470
1JLW_A_210 -416.958
1JLW_A_211 -420.664
1JLW_A_212 -418.902
1JLW_A_213 -417.168
1JLW_A_214 -414.309
1JLW_A_215 -416.495
1JLW_A_216 -428.826
1JLW_A_217 -423.295
1JLW_A_218 -421.908
1JLW_A_219 -423.290
1JLW_A_220 -420.369
1JLW_A_221 -417.457
1JLW_A_222 -426.559
1JLW_A_223 -413.081
1JLW_A_224 -418.373
1JLW_A_225 -416.379
1JLW_A_226 -424.663
1JLW_A_227 -423.536
1JLW_A_228 -424.403
1JLW_A_229 -423.297
1JLW_A_230 -428.438
1JLW_A_231 -425.886
1JLW_A_232 -423.837
1JLW_A_233 -422.852
1JLW_A_234 -423.463
1JLW_A_235 -428.042
1JLW_A_236 -415.723
1JLW_A_237 -426.027
1JLW_A_238 -418.009
1JLW_A_239 -420.935
1JLW_A_240 -420.947
1JLW_A_241 -418.455
1JLW_A_242 -413.424
1JLW_A_243 -421.963
1JLW_A_244 -418.127
1JLW_A_245 -416.948
1JLW_A_246 -426.987
1JLW_A_247 -420.204
1JLW_A_248 -423.563
1JLW_A_249 -418.130
1JLW_A_250 -418.987
1JLW_A_251 -419.636
1JLW_A_252 -423.042
1JLW_A_253 -415.687
1JLW_A_254 -422.897
1JLW_A_255 -413.452
1JLW_A_256 -421.718
1JLW_A_257 -423.016
1JLW_A_258 -418.089
1JLW_A_259 -420.533
1JLW_A_260 -427.203
1JLW_A_261 -422.765
1JLW_A_262 -423.774
1JLW_A_263 -424.979
1JLW_A_264 -422.919
1JLW_A_265 -420.888
1JLW_A_266 -423.269
1JLW_A_267 -415.680
1JLW_A_268 -419.805
1JLW_A_269 -419.033
1JLW_A_270 -423.840
1JLW_A_271 -417.567
1JLW_A_272 -421.058
1JLW_A_273 -428.944
1JLW_A_274 -421.686
1JLW_A_275 -419.705
1JLW_A_276 -414.160
1JLW_A_277 -420.662
1JLW_A_278 -419.796
1JLW_A_279 -415.062
1JLW_A_280 -427.070
1JLW_A_281 -425.088
1JLW_A_282 -416.128
1JLW_A_283 -421.106
1JLW_A_284 -417.811
1JLW_A_285 -417.959
1JLW_A_286 -415.787
1JLW_A_287 -417.555
1JLW_A_288 -419.990
1JLW_A_289 -424.244
1JLW_A_290 -420.828
1JLW_A_291 -422.856
1JLW_A_292 -412.988
1JLW_A_293 -416.816
1JLW_A_294 -419.168
1JLW_A_295 -420.797
1JLW_A_296 -424.494
1JLW_A_297 -424.695
1JLW_A_298 -420.524
1JLW_A_299 -416.171
1JLW_A_300 -426.023
1JLW_A_301 -419.921
1JLW_A_302 -427.361
1JLW_A_303 -425.581
1JLW_A_304 -416.293
1JLW_A_305 -430.038
1JLW_A_306 -423.032
1JLW_A_307 -415.299
1JLW_A_308 -416.510
1JLW_A_309 -418.082
1JLW_A_310 -422.939
1JLW_A_311 -417.743
1JLW_A_312 -412.327
1JLW_A_313 -417.468
1JLW_A_314 -424.900
1JLW_A_315 -417.718
1JLW_A_316 -416.248
1JLW_A_317 -421.705
1JLW_A_318 -417.769
1JLW_A_319 -416.181
1JLW_A_320 -417.706
1JLW_A_321 -429.458
1JLW_A_322 -416.688
1JLW_A_323 -414.915
1JLW_A_324 -425.704
1JLW_A_325 -418.936
1JLW_A_326 -419.227
1JLW_A_327 -416.716
1JLW_A_328 -422.084
1JLW_A_329 -413.358
1JLW_A_330 -429.953
1JLW_A_331 -415.643
1JLW_A_332 -421.836
1JLW_A_333 -412.095
1JLW_A_334 -427.499
1JLW_A_335 -425.115
