1HUR_A_1 -303.441
1HUR_A_2 -303.394
1HUR_A_3 -302.795
1HUR_A_4 -303.365
1HUR_A_5 -302.250
1HUR_A_6 -300.188
1HUR_A_7 -302.458
1HUR_A_8 -301.663
1HUR_A_9 -302.004
1HUR_A_10 -305.524
1HUR_A_11 -301.721
1HUR_A_12 -301.704
1HUR_A_13 -300.232
1HUR_A_14 -303.821
1HUR_A_15 -302.591
1HUR_A_16 -303.532
1HUR_A_17 -300.582
1HUR_A_18 -301.852
1HUR_A_19 -303.978
1HUR_A_20 -302.066
1HUR_A_21 -302.908
1HUR_A_22 -304.973
1HUR_A_23 -302.445
1HUR_A_24 -299.822
1HUR_A_25 -302.893
1HUR_A_26 -297.761
1HUR_A_27 -304.509
1HUR_A_28 -302.703
1HUR_A_29 -302.637
1HUR_A_30 -304.103
1HUR_A_31 -301.017
1HUR_A_32 -302.112
1HUR_A_33 -302.682
1HUR_A_34 -299.671
1HUR_A_35 -304.698
1HUR_A_36 -301.898
1HUR_A_37 -302.329
1HUR_A_38 -303.349
1HUR_A_39 -297.536
1HUR_A_40 -304.770
1HUR_A_41 -300.209
1HUR_A_42 -303.425
1HUR_A_43 -301.505
1HUR_A_44 -301.466
1HUR_A_45 -303.908
1HUR_A_46 -302.155
1HUR_A_47 -300.753
1HUR_A_48 -302.545
1HUR_A_49 -296.017
1HUR_A_50 -302.781
1HUR_A_51 -306.037
1HUR_A_52 -304.742
1HUR_A_53 -303.235
1HUR_A_54 -299.328
1HUR_A_55 -305.698
1HUR_A_56 -300.388
1HUR_A_57 -299.692
1HUR_A_58 -301.512
1HUR_A_59 -303.091
1HUR_A_60 -303.405
1HUR_A_61 -303.720
1HUR_A_62 -304.077
1HUR_A_63 -301.967
1HUR_A_64 -299.166
1HUR_A_65 -303.329
1HUR_A_66 -302.571
1HUR_A_67 -301.851
1HUR_A_68 -305.213
1HUR_A_69 -303.494
1HUR_A_70 -302.153
1HUR_A_71 -301.682
1HUR_A_72 -302.097
1HUR_A_73 -304.874
1HUR_A_74 -301.201
1HUR_A_75 -300.206
1HUR_A_76 -304.507
1HUR_A_77 -300.789
1HUR_A_78 -302.417
1HUR_A_79 -302.201
1HUR_A_80 -298.929
1HUR_A_81 -302.906
1HUR_A_82 -302.443
1HUR_A_83 -302.742
1HUR_A_84 -300.340
1HUR_A_85 -299.165
1HUR_A_86 -304.489
1HUR_A_87 -304.371
1HUR_A_88 -302.280
1HUR_A_89 -300.807
1HUR_A_90 -303.120
1HUR_A_91 -298.220
1HUR_A_92 -301.927
1HUR_A_93 -301.240
1HUR_A_94 -301.164
1HUR_A_95 -301.699
1HUR_A_96 -299.612
1HUR_A_97 -304.727
1HUR_A_98 -299.692
1HUR_A_99 -301.220
1HUR_A_100 -303.787
1HUR_A_101 -300.759
1HUR_A_102 -300.986
1HUR_A_103 -302.773
1HUR_A_104 -304.043
1HUR_A_105 -305.059
1HUR_A_106 -304.551
1HUR_A_107 -302.282
1HUR_A_108 -303.192
1HUR_A_109 -301.654
1HUR_A_110 -301.983
1HUR_A_111 -303.654
1HUR_A_112 -302.336
1HUR_A_113 -299.933
1HUR_A_114 -302.556
1HUR_A_115 -304.670
1HUR_A_116 -303.515
1HUR_A_117 -302.357
1HUR_A_118 -304.369
1HUR_A_119 -301.190
1HUR_A_120 -300.428
1HUR_A_121 -299.974
1HUR_A_122 -302.748
1HUR_A_123 -308.723
1HUR_A_124 -302.849
1HUR_A_125 -301.112
1HUR_A_126 -298.132
1HUR_A_127 -300.388
1HUR_A_128 -299.169
1HUR_A_129 -301.679
1HUR_A_130 -303.996
1HUR_A_131 -302.863
1HUR_A_132 -299.161
1HUR_A_133 -298.369
1HUR_A_134 -303.400
1HUR_A_135 -302.012
1HUR_A_136 -302.375
1HUR_A_137 -301.068
1HUR_A_138 -301.949
1HUR_A_139 -295.530
1HUR_A_140 -302.796
1HUR_A_141 -305.578
1HUR_A_142 -303.955
1HUR_A_143 -298.689
1HUR_A_144 -305.151
1HUR_A_145 -302.097
1HUR_A_146 -302.443
1HUR_A_147 -301.914
1HUR_A_148 -302.765
1HUR_A_149 -303.879
1HUR_A_150 -300.617
1HUR_A_151 -298.742
1HUR_A_152 -302.845
1HUR_A_153 -298.887
1HUR_A_154 -301.435
1HUR_A_155 -300.008
1HUR_A_156 -303.548
1HUR_A_157 -303.005
1HUR_A_158 -300.763
1HUR_A_159 -298.160
1HUR_A_160 -301.611
1HUR_A_161 -300.793
1HUR_A_162 -301.483
1HUR_A_163 -302.621
1HUR_A_164 -303.816
1HUR_A_165 -302.980
1HUR_A_166 -302.154
1HUR_A_167 -302.933
1HUR_A_168 -301.531
1HUR_A_169 -301.751
1HUR_A_170 -304.238
1HUR_A_171 -301.195
1HUR_A_172 -300.480
1HUR_A_173 -302.423
1HUR_A_174 -299.497
1HUR_A_175 -302.869
1HUR_A_176 -298.357
1HUR_A_177 -302.592
1HUR_A_178 -302.343
1HUR_A_179 -297.122
1HUR_A_180 -303.527
1HUR_A_181 -302.112
1HUR_A_182 -304.305
1HUR_A_183 -304.164
1HUR_A_184 -302.028
1HUR_A_185 -298.026
1HUR_A_186 -303.377
1HUR_A_187 -298.417
1HUR_A_188 -304.345
1HUR_A_189 -302.770
1HUR_A_190 -301.145
1HUR_A_191 -292.271
1HUR_A_192 -303.405
1HUR_A_193 -305.676
1HUR_A_194 -304.808
1HUR_A_195 -300.779
1HUR_A_196 -303.464
1HUR_A_197 -299.150
1HUR_A_198 -301.480
1HUR_A_199 -302.745
1HUR_A_200 -303.867
1HUR_A_201 -303.638
1HUR_A_202 -303.726
1HUR_A_203 -304.079
1HUR_A_204 -303.890
1HUR_A_205 -303.419
1HUR_A_206 -302.999
1HUR_A_207 -304.905
1HUR_A_208 -302.535
1HUR_A_209 -304.165
1HUR_A_210 -299.746
1HUR_A_211 -303.825
1HUR_A_212 -302.408
1HUR_A_213 -303.452
1HUR_A_214 -306.133
1HUR_A_215 -305.336
1HUR_A_216 -300.902
1HUR_A_217 -302.260
1HUR_A_218 -302.137
1HUR_A_219 -300.827
1HUR_A_220 -302.232
1HUR_A_221 -303.219
1HUR_A_222 -302.313
1HUR_A_223 -302.360
1HUR_A_224 -303.918
1HUR_A_225 -303.721
1HUR_A_226 -296.565
1HUR_A_227 -303.937
1HUR_A_228 -301.486
1HUR_A_229 -300.270
1HUR_A_230 -302.920
1HUR_A_231 -301.777
1HUR_A_232 -303.215
1HUR_A_233 -300.793
1HUR_A_234 -302.343
1HUR_A_235 -303.366
1HUR_A_236 -302.572
1HUR_A_237 -303.158
1HUR_A_238 -303.145
1HUR_A_239 -301.090
1HUR_A_240 -304.198
1HUR_A_241 -299.606
1HUR_A_242 -304.039
1HUR_A_243 -301.804
1HUR_A_244 -303.491
1HUR_A_245 -303.106
1HUR_A_246 -300.765
1HUR_A_247 -305.774
1HUR_A_248 -303.754
1HUR_A_249 -305.012
1HUR_A_250 -305.490
1HUR_A_251 -300.532
1HUR_A_252 -300.984
1HUR_A_253 -300.471
1HUR_A_254 -305.731
1HUR_A_255 -302.077
1HUR_A_256 -300.607
1HUR_A_257 -302.206
1HUR_A_258 -300.987
1HUR_A_259 -304.281
1HUR_A_260 -303.076
1HUR_A_261 -301.176
1HUR_A_262 -300.265
1HUR_A_263 -300.778
1HUR_A_264 -305.611
1HUR_A_265 -304.253
1HUR_A_266 -300.749
1HUR_A_267 -298.781
1HUR_A_268 -300.078
1HUR_A_269 -303.630
1HUR_A_270 -303.234
1HUR_A_271 -303.172
1HUR_A_272 -300.465
1HUR_A_273 -302.374
1HUR_A_274 -304.976
1HUR_A_275 -303.550
1HUR_A_276 -302.968
1HUR_A_277 -302.182
1HUR_A_278 -301.481
1HUR_A_279 -301.185
1HUR_A_280 -303.800
1HUR_A_281 -302.095
1HUR_A_282 -301.241
1HUR_A_283 -300.895
1HUR_A_284 -302.154
1HUR_A_285 -299.410
1HUR_A_286 -301.788
1HUR_A_287 -300.563
1HUR_A_288 -305.152
