PDB	chain	mean_RSA	mean_entropy	cor_entropy_RSA	mean_KL	cor_entropy_icn	cor_entropy_iwcn
1B4T	A	0.271864567477	1.60533404453	0.0847660109764	3.30705419467	0.00549094525646	0.036304510516
1CI0	A	0.286064887526	2.17888197308	-0.104415601576	4.26011827964	-0.163786333267	-0.226206572472
1EFV	B	0.30072727118	1.8868982823	0.0550537660341	3.72806444339	-0.0129449519844	-0.0185652249968
1G58	B	0.240971720328	1.96701988411	0.10062235796	3.58741640224	-0.0280427610039	-0.00929914668064
1GV3	A	0.234670622191	2.13454483463	0.114286707198	3.54320221798	-0.0345023840479	-0.0541326309333
1HUJ	A	0.229433926429	1.97643519857	-0.000819928493402	3.48125023686	-0.0618861897387	-0.0700464850271
1HUR	A	0.257334788616	1.73106611942	0.0932203861988	3.73622744455	0.0699141013059	0.0754286244073
1IBS	A	0.23927975617	1.80988725607	0.194788218473	3.60468816408	0.114812274121	0.0865743133469
1JLW	A	0.252546244352	2.01074990137	0.0615545828412	3.88217661667	0.0305745483692	0.0151385074699
1KY2	A	0.277746549113	1.83924636653	0.131212611112	3.30851820385	0.051365503891	0.0378469633216
