PDB	mean_KL_method_rosetta	mean_KL_method_evolved	mean_KL_split_natural
1B4T	4.36549049368	1.50228453813	0.197189122189
1CI0	4.90054429767	1.91269617744	0.270471734803
1EFV	4.73325445123	2.16712164367	0.174606398487
1G58	4.32370277064	1.80624458629	0.153687516731
1GV3	4.18996684249	1.39085858949	0.217710795821
1HUJ	4.31971107547	1.81621282918	0.414282892506
1HUR	5.045644824	2.96936437577	0.231601928665
1IBS	4.44195829525	2.00595741513	0.111904055945
1JLW	4.54489208828	2.84688028552	0.380289864678
1KY2	4.10524255187	1.70337422619	0.433609032928
1KZL	5.02104377104	2.2913451252	0.380258005004
1M3U	4.57562327016	1.72591084144	0.275834214064
1MOZ	4.69509953731	2.65061085088	0.300926300428
1OKC	5.07704479866	3.67230982169	0.338321967044
1PV1	5.07451191853	2.35447361822	0.337633133839
1QMV	4.12639471583	1.49681530451	0.160109557575
1R6M	4.85882311278	2.19014155638	0.116879132157
1RII	4.04086694585	1.53915392329	0.185731188048
1V9S	4.42369984377	2.07404760954	0.117932723555
1W7W	4.78758538798	2.1136111988	0.174956895272
1X1O	4.32953452698	2.00283614091	0.25242391845
1XTD	4.55985876573	3.35721154884	0.173672612092
1YPI	4.58761286494	1.83382389642	0.193549937179
1YSB	3.93309000161	2.10436836771	0.3596483334
1ZNN	3.65066995708	1.4800381451	0.229285243747
1ZWK	4.62883691228	2.15074040198	0.23458678356
2A84	4.47124595207	1.65694635878	0.313571585339
2AIU	3.84746766283	1.80368466103	0.261397787109
2BCG	4.51785774661	1.69065586089	0.262830656736
2BR9	4.34966852121	2.16652224104	0.253692591085
2CFE	3.58727079803	1.43094048298	0.108691608956
2CJM	4.4662712993	1.35230853963	0.231068626849
2CNV	4.25318224658	1.5896208603	0.244375713987
2ESF	4.38575886874	2.2510489868	0.264720209962
2EU8	3.91671439237	1.69267306613	0.283956602985
2FLI	4.4656193518	1.81077598954	0.138267907276
2G0N	4.35893037991	1.55006548972	0.270402241037
2GV5	3.89207798057	4.53464976551	0.298270514034
