1GV3_A_332,-412.167
1GV3_A_62,-411.552
1GV3_A_323,-414.986
1GV3_A_4,-414.687
1GV3_A_415,-412.969
1GV3_A_439,-414.078
1GV3_A_248,-414.781
1GV3_A_297,-413.977
1GV3_A_84,-413.676
1GV3_A_488,-414.576
1GV3_A_491,-411.093
1GV3_A_99,-412.986
1GV3_A_452,-413.272
1GV3_A_468,-411.042
1GV3_A_31,-413.073
1GV3_A_460,-414.006
1GV3_A_398,-414.978
1GV3_A_413,-413.475
1GV3_A_228,-413.082
1GV3_A_173,-415.406
1GV3_A_51,-414.626
1GV3_A_186,-413.433
1GV3_A_98,-413.746
1GV3_A_485,-413.196
1GV3_A_349,-413.088
1GV3_A_287,-414.338
1GV3_A_210,-414.547
1GV3_A_327,-413.189
1GV3_A_7,-412.989
1GV3_A_267,-415.154
1GV3_A_53,-411.769
1GV3_A_393,-413.110
1GV3_A_155,-413.110
1GV3_A_17,-412.217
1GV3_A_278,-412.709
1GV3_A_478,-413.351
1GV3_A_421,-415.373
1GV3_A_376,-415.539
1GV3_A_313,-411.805
1GV3_A_257,-411.079
1GV3_A_434,-412.448
1GV3_A_8,-413.106
1GV3_A_367,-414.973
1GV3_A_207,-413.492
1GV3_A_188,-411.276
1GV3_A_110,-415.275
1GV3_A_14,-414.874
1GV3_A_410,-412.433
1GV3_A_500,-414.676
1GV3_A_289,-414.198
1GV3_A_63,-412.424
1GV3_A_225,-415.442
1GV3_A_304,-414.823
1GV3_A_481,-411.956
1GV3_A_215,-411.660
1GV3_A_254,-412.571
1GV3_A_457,-411.313
1GV3_A_484,-411.778
1GV3_A_476,-412.856
1GV3_A_29,-412.604
1GV3_A_453,-415.080
1GV3_A_10,-412.002
1GV3_A_268,-413.008
1GV3_A_40,-414.529
1GV3_A_174,-414.003
1GV3_A_245,-412.974
1GV3_A_229,-413.245
1GV3_A_183,-413.614
1GV3_A_45,-413.226
1GV3_A_274,-415.407
1GV3_A_351,-412.890
1GV3_A_391,-415.042
1GV3_A_227,-414.764
1GV3_A_392,-411.160
1GV3_A_142,-413.217
1GV3_A_260,-413.680
1GV3_A_363,-415.167
1GV3_A_447,-413.244
1GV3_A_265,-411.388
1GV3_A_217,-414.415
1GV3_A_285,-414.547
1GV3_A_342,-415.024
1GV3_A_273,-414.906
1GV3_A_27,-414.939
1GV3_A_407,-414.488
1GV3_A_423,-415.001
1GV3_A_306,-411.540
1GV3_A_335,-411.287
1GV3_A_71,-415.003
1GV3_A_81,-414.143
1GV3_A_151,-413.826
1GV3_A_322,-412.319
1GV3_A_195,-413.734
1GV3_A_243,-412.089
1GV3_A_132,-412.992
1GV3_A_277,-414.892
1GV3_A_124,-412.866
1GV3_A_72,-414.243
1GV3_A_6,-413.542
1GV3_A_113,-414.396
1GV3_A_399,-414.418
1GV3_A_181,-411.359
1GV3_A_46,-413.290
1GV3_A_366,-414.811
1GV3_A_106,-414.732
1GV3_A_36,-411.980
1GV3_A_73,-412.424
1GV3_A_24,-412.205
1GV3_A_397,-411.393
1GV3_A_301,-413.708
1GV3_A_250,-411.877
1GV3_A_490,-414.758
1GV3_A_425,-410.991
1GV3_A_42,-414.154
1GV3_A_79,-414.462
1GV3_A_161,-411.973
1GV3_A_343,-412.699
1GV3_A_303,-413.109
1GV3_A_317,-413.542
1GV3_A_475,-412.666
1GV3_A_377,-412.790
1GV3_A_466,-414.100
1GV3_A_138,-413.243
1GV3_A_499,-413.966
1GV3_A_33,-411.279
1GV3_A_324,-413.555
1GV3_A_57,-414.630
1GV3_A_197,-415.594
1GV3_A_156,-411.120
1GV3_A_318,-415.061
1GV3_A_192,-412.100
