2G0N_B_54,-335.348157575
2G0N_B_50,-331.206945427
2G0N_B_10,-332.353256632
2G0N_B_118,-334.208412498
2G0N_B_426,-331.079089472
2G0N_B_224,-331.47800528
2G0N_B_201,-331.201323915
2G0N_B_307,-333.614084276
2G0N_B_195,-334.593042959
2G0N_B_488,-332.238581767
2G0N_B_63,-332.509317354
2G0N_B_480,-331.061814878
2G0N_B_129,-334.452914933
2G0N_B_85,-331.230504241
2G0N_B_340,-331.16413958
2G0N_B_329,-331.707526405
2G0N_B_472,-332.259854005
2G0N_B_27,-331.134501761
2G0N_B_412,-331.075451181
2G0N_B_438,-331.318529074
2G0N_B_257,-334.473054427
2G0N_B_252,-331.234916729
2G0N_B_399,-332.947180979
2G0N_B_212,-331.537853111
2G0N_B_455,-331.977327574
2G0N_B_230,-333.298192356
2G0N_B_315,-331.06348824
2G0N_B_353,-331.004247767
2G0N_B_378,-331.509941897
2G0N_B_356,-334.860411026
2G0N_B_153,-333.447853919
2G0N_B_276,-331.451801472
2G0N_B_70,-331.759991198
2G0N_B_114,-334.309542222
2G0N_B_294,-331.228431086
