1B4T_A_424,-292.848728153
1B4T_A_428,-292.153235827
1B4T_A_429,-293.24631749
1B4T_A_306,-293.692672627
1B4T_A_147,-291.459169785
1B4T_A_145,-292.394815053
1B4T_A_389,-291.024118846
1B4T_A_227,-291.324470398
1B4T_A_222,-291.29435591
1B4T_A_220,-293.627316979
1B4T_A_381,-291.026564511
1B4T_A_248,-292.654863241
1B4T_A_382,-295.374426423
1B4T_A_228,-291.822827048
1B4T_A_386,-291.690181643
1B4T_A_160,-294.100782758
1B4T_A_435,-291.022820367
1B4T_A_434,-291.445274753
1B4T_A_483,-292.919283608
1B4T_A_438,-292.5737442
1B4T_A_334,-292.145517676
1B4T_A_77,-291.488324248
1B4T_A_338,-291.487096959
1B4T_A_235,-291.05972336
1B4T_A_69,-293.002095569
1B4T_A_236,-290.939797406
1B4T_A_233,-292.696662812
1B4T_A_232,-291.745156318
1B4T_A_130,-291.371846827
1B4T_A_136,-291.692281098
1B4T_A_66,-291.195073066
1B4T_A_135,-291.408632669
1B4T_A_281,-291.154833685
1B4T_A_329,-292.079439344
1B4T_A_287,-292.001850768
1B4T_A_288,-293.067856413
1B4T_A_289,-290.84601366
1B4T_A_321,-290.510555388
1B4T_A_442,-291.61162332
1B4T_A_443,-292.218948793
1B4T_A_440,-290.712681848
1B4T_A_446,-290.23136312
1B4T_A_447,-292.832285177
1B4T_A_186,-293.926820425
1B4T_A_78,-291.907610342
1B4T_A_121,-291.942910668
1B4T_A_184,-291.008320707
1B4T_A_70,-290.546474058
1B4T_A_19,-291.884623778
1B4T_A_10,-292.42743248
1B4T_A_14,-291.184005695
1B4T_A_296,-291.967746693
1B4T_A_293,-291.313557087
1B4T_A_373,-293.347184817
1B4T_A_355,-291.657527609
1B4T_A_194,-290.53430067
1B4T_A_450,-294.231559229
1B4T_A_453,-291.486001308
1B4T_A_197,-292.953824342
1B4T_A_190,-291.150006656
1B4T_A_191,-292.897738213
1B4T_A_337,-292.023543383
1B4T_A_456,-291.11481081
1B4T_A_67,-291.677780575
1B4T_A_198,-293.305562884
1B4T_A_212,-291.813795129
1B4T_A_137,-291.016109651
1B4T_A_83,-291.023143284
1B4T_A_85,-291.210952944
1B4T_A_87,-290.746724912
1B4T_A_115,-291.001299698
1B4T_A_29,-291.21811884
1B4T_A_21,-291.067997907
1B4T_A_20,-294.679733417
1B4T_A_349,-293.675348324
1B4T_A_348,-292.774803332
1B4T_A_183,-292.551611772
1B4T_A_229,-292.616524986
1B4T_A_346,-291.582704103
1B4T_A_341,-290.554799363
1B4T_A_340,-293.334921295
1B4T_A_342,-291.850182662
1B4T_A_465,-291.909099834
1B4T_A_388,-292.194354182
1B4T_A_469,-290.90952117
1B4T_A_92,-293.258566675
1B4T_A_93,-292.83484255
1B4T_A_91,-291.114402559
1B4T_A_97,-291.146939658
1B4T_A_95,-291.801950735
1B4T_A_262,-292.183450857
1B4T_A_266,-292.599230282
1B4T_A_267,-290.786965253
1B4T_A_265,-290.67885104
1B4T_A_158,-291.946286463
1B4T_A_33,-291.543319021
1B4T_A_36,-291.774201732
1B4T_A_38,-293.357661075
1B4T_A_39,-294.117979528
1B4T_A_104,-294.212700428
1B4T_A_196,-292.560296667
1B4T_A_371,-291.056268639
1B4T_A_479,-292.289159075
1B4T_A_478,-291.03386844
1B4T_A_377,-290.963618402
1B4T_A_379,-292.195017598
1B4T_A_193,-292.13466656
1B4T_A_282,-293.635115273
1B4T_A_279,-293.689506215
1B4T_A_172,-292.091941722
1B4T_A_216,-294.084397228
1B4T_A_271,-293.428043492
1B4T_A_272,-292.510157536
1B4T_A_276,-291.931738848
1B4T_A_46,-291.867198514
1B4T_A_48,-294.692677643
1B4T_A_199,-290.897603331
1B4T_A_366,-293.550675604
1B4T_A_363,-290.790416696
1B4T_A_362,-291.250730052
1B4T_A_361,-293.710122328
1B4T_A_409,-292.682237684
1B4T_A_406,-291.973521101
1B4T_A_404,-293.649846464
1B4T_A_5,-290.557544229
1B4T_A_400,-293.743524942
1B4T_A_164,-293.283327389
1B4T_A_166,-290.977672916
1B4T_A_161,-291.166513466
1B4T_A_249,-290.833431414
1B4T_A_163,-290.995736088
1B4T_A_162,-292.199800766
1B4T_A_244,-290.99824152
1B4T_A_245,-291.689132242
1B4T_A_247,-293.464068413
1B4T_A_242,-291.140426945
1B4T_A_489,-291.778955806
1B4T_A_54,-291.11369293
1B4T_A_53,-291.198187265
1B4T_A_50,-292.957038961
1B4T_A_59,-292.039034912
1B4T_A_419,-291.129997601
1B4T_A_88,-293.590834266
1B4T_A_411,-293.655380169
1B4T_A_312,-291.388867455
1B4T_A_310,-293.214099434
1B4T_A_311,-290.997076463
1B4T_A_6,-293.688186718
1B4T_A_315,-292.585634478
1B4T_A_153,-290.446219455
1B4T_A_156,-291.805935117
1B4T_A_253,-292.065873805
1B4T_A_494,-290.720130697
1B4T_A_251,-291.523003056
1B4T_A_496,-291.305726219
1B4T_A_254,-292.625855289
1B4T_A_392,-292.489996358
1B4T_A_258,-291.180936634
1B4T_A_396,-291.936365615
1B4T_A_394,-293.143621719
