1X1O_B_152,-565.727
1X1O_B_199,-565.833
1X1O_B_334,-566.990
1X1O_B_466,-565.709
1X1O_B_188,-565.050
1X1O_B_407,-565.961
1X1O_B_65,-568.436
1X1O_B_312,-566.889
1X1O_B_198,-565.203
1X1O_B_159,-565.291
1X1O_B_29,-565.112
1X1O_B_315,-565.263
1X1O_B_445,-564.990
1X1O_B_468,-567.544
1X1O_B_41,-564.936
1X1O_B_203,-565.942
1X1O_B_337,-564.960
1X1O_B_317,-565.341
1X1O_B_380,-567.658
1X1O_B_95,-565.445
1X1O_B_13,-565.329
1X1O_B_121,-565.362
1X1O_B_357,-567.626
1X1O_B_254,-565.037
1X1O_B_333,-565.183
1X1O_B_11,-566.817
1X1O_B_140,-566.107
1X1O_B_206,-566.681
1X1O_B_232,-567.151
1X1O_B_47,-565.869
1X1O_B_120,-565.686
1X1O_B_23,-565.409
1X1O_B_12,-566.018
1X1O_B_482,-565.237
1X1O_B_314,-569.574
1X1O_B_461,-565.164
1X1O_B_376,-566.040
1X1O_B_332,-566.951
1X1O_B_402,-566.151
1X1O_B_164,-565.775
1X1O_B_438,-565.364
1X1O_B_137,-565.149
1X1O_B_175,-565.428
1X1O_B_76,-566.732
1X1O_B_62,-565.403
1X1O_B_258,-566.928
1X1O_B_126,-567.493
1X1O_B_277,-566.783
1X1O_B_437,-565.554
1X1O_B_211,-568.064
1X1O_B_478,-566.892
1X1O_B_156,-566.554
1X1O_B_259,-564.868
1X1O_B_68,-567.727
1X1O_B_500,-565.228
1X1O_B_306,-565.471
1X1O_B_415,-565.728
1X1O_B_432,-565.092
1X1O_B_208,-566.072
1X1O_B_497,-565.055
1X1O_B_99,-565.362
1X1O_B_309,-565.387
1X1O_B_294,-565.014
1X1O_B_481,-567.338
1X1O_B_10,-565.374
1X1O_B_327,-565.262
1X1O_B_362,-565.055
1X1O_B_221,-565.234
1X1O_B_262,-567.041
1X1O_B_495,-565.513
1X1O_B_69,-566.702
1X1O_B_104,-567.976
1X1O_B_101,-567.125
1X1O_B_465,-566.165
1X1O_B_387,-566.897
1X1O_B_266,-567.905
1X1O_B_255,-567.793
1X1O_B_78,-567.284
1X1O_B_195,-565.113
