1HUR_A_62,-305.175039677
1HUR_A_140,-305.287835743
1HUR_A_378,-306.132007313
1HUR_A_355,-305.727071911
1HUR_A_384,-306.986830677
1HUR_A_160,-305.190035123
1HUR_A_381,-305.609477316
1HUR_A_290,-305.487692605
1HUR_A_194,-305.523605976
1HUR_A_209,-305.470388165
1HUR_A_486,-306.03373111
1HUR_A_201,-305.889169829
1HUR_A_243,-305.578440082
1HUR_A_242,-305.201748443
1HUR_A_349,-305.084742351
1HUR_A_425,-305.170762696
1HUR_A_260,-306.456173364
1HUR_A_428,-305.676043441
1HUR_A_449,-306.088242332
1HUR_A_404,-305.287087623
1HUR_A_9,-304.964146039
1HUR_A_32,-305.598450943
1HUR_A_57,-304.908553829
1HUR_A_53,-305.882108874
1HUR_A_93,-305.438851895
1HUR_A_94,-305.690545516
1HUR_A_337,-305.27452166
1HUR_A_288,-305.974018471
1HUR_A_375,-305.331633372
1HUR_A_312,-305.093247417
1HUR_A_254,-306.896174852
1HUR_A_352,-305.247581027
1HUR_A_416,-305.299606625
1HUR_A_431,-305.773928708
1HUR_A_414,-304.943094715
1HUR_A_275,-305.130043503
1HUR_A_49,-305.239122088
