PDB,Rosetta Score
1B4T_A_1,-291.768222079
1B4T_A_10,-292.42743248
1B4T_A_100,-291.504593491
1B4T_A_101,-291.638662003
1B4T_A_102,-292.357822937
1B4T_A_103,-292.444281132
1B4T_A_104,-294.212700428
1B4T_A_105,-291.31948149
1B4T_A_106,-291.644905549
1B4T_A_107,-292.181397819
1B4T_A_108,-291.810945031
1B4T_A_109,-293.035663235
1B4T_A_11,-292.738517263
1B4T_A_110,-291.835857638
1B4T_A_111,-292.418734536
1B4T_A_112,-292.64237774
1B4T_A_113,-293.039913804
1B4T_A_114,-292.628959954
1B4T_A_115,-291.001299698
1B4T_A_116,-292.375423333
1B4T_A_117,-292.325207056
1B4T_A_118,-292.172845715
1B4T_A_119,-291.225724948
1B4T_A_12,-291.694352076
1B4T_A_120,-291.636541731
1B4T_A_121,-291.942910668
1B4T_A_122,-292.32098608
1B4T_A_123,-292.158561938
1B4T_A_124,-292.485590399
1B4T_A_125,-291.984394251
1B4T_A_126,-292.431930739
1B4T_A_127,-292.201816059
1B4T_A_128,-292.849990749
1B4T_A_129,-291.392460643
1B4T_A_13,-291.369143774
1B4T_A_130,-291.371846827
1B4T_A_131,-292.467609506
1B4T_A_132,-292.215651596
1B4T_A_133,-292.29579693
1B4T_A_134,-292.377280576
1B4T_A_135,-291.408632669
1B4T_A_136,-291.692281098
1B4T_A_137,-291.016109651
1B4T_A_138,-291.504667198
1B4T_A_139,-292.143123789
1B4T_A_14,-291.184005695
1B4T_A_140,-291.951151909
1B4T_A_141,-291.814889527
1B4T_A_142,-293.092837306
1B4T_A_143,-292.538835075
1B4T_A_144,-291.899017175
1B4T_A_145,-292.394815053
1B4T_A_146,-291.463453422
1B4T_A_147,-291.459169785
1B4T_A_148,-292.399798522
1B4T_A_149,-293.196733983
1B4T_A_15,-291.430946459
1B4T_A_150,-292.667412996
1B4T_A_151,-291.656791071
1B4T_A_152,-291.466672226
1B4T_A_153,-290.446219455
1B4T_A_154,-292.37868141
1B4T_A_155,-291.342300852
1B4T_A_156,-291.805935117
1B4T_A_157,-291.982738765
1B4T_A_158,-291.946286463
1B4T_A_159,-291.717075482
1B4T_A_16,-292.149039461
1B4T_A_160,-294.100782758
1B4T_A_161,-291.166513466
1B4T_A_162,-292.199800766
1B4T_A_163,-290.995736088
1B4T_A_164,-293.283327389
1B4T_A_165,-291.564433644
1B4T_A_166,-290.977672916
1B4T_A_167,-291.535821257
1B4T_A_168,-292.23336346
1B4T_A_169,-291.81783305
1B4T_A_17,-292.954650111
1B4T_A_170,-292.867253645
1B4T_A_171,-291.462057048
1B4T_A_172,-292.091941722
1B4T_A_173,-291.918794771
1B4T_A_174,-291.706278382
1B4T_A_175,-293.018567067
1B4T_A_176,-291.226197096
1B4T_A_177,-291.231473786
1B4T_A_178,-292.575766923
1B4T_A_179,-291.483739059
1B4T_A_18,-292.599444192
1B4T_A_180,-291.588206959
1B4T_A_181,-291.656621123
1B4T_A_182,-291.267653714
1B4T_A_183,-292.551611772
1B4T_A_184,-291.008320707
1B4T_A_185,-292.309976167
1B4T_A_186,-293.926820425
1B4T_A_187,-292.385127659
1B4T_A_188,-291.850925328
1B4T_A_189,-292.405090109
1B4T_A_19,-291.884623778
1B4T_A_190,-291.150006656
1B4T_A_191,-292.897738213
1B4T_A_192,-292.64000636
1B4T_A_193,-292.13466656
1B4T_A_194,-290.53430067
1B4T_A_195,-293.447312666
1B4T_A_196,-292.560296667
1B4T_A_197,-292.953824342
1B4T_A_198,-293.305562884
1B4T_A_199,-290.897603331
1B4T_A_2,-291.795524551
1B4T_A_20,-294.679733417
1B4T_A_200,-291.221214366
1B4T_A_201,-293.210305506
1B4T_A_202,-291.833947707
1B4T_A_203,-291.790484523
1B4T_A_204,-291.889824228
1B4T_A_205,-291.461312617
1B4T_A_206,-291.983265947
1B4T_A_207,-292.451397693
1B4T_A_208,-291.904601349
1B4T_A_209,-292.280230072
1B4T_A_21,-291.067997907
1B4T_A_210,-292.048661579
1B4T_A_211,-292.369925391
1B4T_A_212,-291.813795129
1B4T_A_213,-291.801482234
1B4T_A_214,-292.401312398
1B4T_A_215,-291.415307318
1B4T_A_216,-294.084397228
1B4T_A_217,-292.459143163
1B4T_A_218,-291.855030047
1B4T_A_219,-293.202282628
1B4T_A_22,-292.788801367
1B4T_A_220,-293.627316979
1B4T_A_221,-291.386437872
1B4T_A_222,-291.29435591
1B4T_A_223,-292.392076706
1B4T_A_224,-291.647572712
1B4T_A_225,-292.972872911
1B4T_A_226,-292.109079406
1B4T_A_227,-291.324470398
1B4T_A_228,-291.822827048
1B4T_A_229,-292.616524986
1B4T_A_23,-292.743771169
1B4T_A_230,-292.367745529
1B4T_A_231,-291.731907691
1B4T_A_232,-291.745156318
1B4T_A_233,-292.696662812
1B4T_A_234,-291.58091336
1B4T_A_235,-291.05972336
1B4T_A_236,-290.939797406
1B4T_A_237,-291.900302317
1B4T_A_238,-291.561665109
1B4T_A_239,-291.781465407
1B4T_A_24,-292.078931808
1B4T_A_240,-291.607753633
1B4T_A_241,-292.165485338
1B4T_A_242,-291.140426945
1B4T_A_243,-292.378364319
1B4T_A_244,-290.99824152
1B4T_A_245,-291.689132242
1B4T_A_246,-292.345330193
1B4T_A_247,-293.464068413
1B4T_A_248,-292.654863241
1B4T_A_249,-290.833431414
1B4T_A_25,-291.270083386
1B4T_A_250,-291.421974531
1B4T_A_251,-291.523003056
1B4T_A_252,-291.91472434
1B4T_A_253,-292.065873805
1B4T_A_254,-292.625855289
1B4T_A_255,-292.284057129
1B4T_A_256,-292.540008624
1B4T_A_257,-292.36159667
1B4T_A_258,-291.180936634
1B4T_A_259,-292.378838444
1B4T_A_26,-291.346331911
1B4T_A_260,-292.838716282
1B4T_A_261,-292.120077897
1B4T_A_262,-292.183450857
1B4T_A_263,-292.795625539
1B4T_A_264,-292.417339566
1B4T_A_265,-290.67885104
1B4T_A_266,-292.599230282
1B4T_A_267,-290.786965253
1B4T_A_268,-292.108780385
1B4T_A_269,-291.655091365
1B4T_A_27,-291.56805821
1B4T_A_270,-291.564547416
1B4T_A_271,-293.428043492
1B4T_A_272,-292.510157536
1B4T_A_273,-293.110829025
1B4T_A_274,-292.79013533
1B4T_A_275,-292.996392556
1B4T_A_276,-291.931738848
1B4T_A_277,-292.265446139
1B4T_A_278,-292.319720984
1B4T_A_279,-293.689506215
1B4T_A_28,-292.142925383
1B4T_A_280,-291.560691224
1B4T_A_281,-291.154833685
1B4T_A_282,-293.635115273
1B4T_A_283,-291.964889399
1B4T_A_284,-292.211570308
1B4T_A_285,-293.559007882
1B4T_A_286,-291.780394472
1B4T_A_287,-292.001850768
1B4T_A_288,-293.067856413
1B4T_A_289,-290.84601366
1B4T_A_29,-291.21811884
1B4T_A_290,-292.164212803
1B4T_A_291,-291.556759885
1B4T_A_292,-292.014791093
1B4T_A_293,-291.313557087
1B4T_A_294,-291.883423471
1B4T_A_295,-292.212582076
1B4T_A_296,-291.967746693
1B4T_A_297,-291.313430715
1B4T_A_298,-291.997674302
1B4T_A_299,-292.343900334
1B4T_A_3,-291.40787893
1B4T_A_30,-292.116200612
1B4T_A_300,-291.257253428
1B4T_A_301,-291.640676463
1B4T_A_302,-291.698464483
1B4T_A_303,-292.077028165
1B4T_A_304,-292.355198058
1B4T_A_305,-291.335725568
1B4T_A_306,-293.692672627
1B4T_A_307,-291.87911704
1B4T_A_308,-291.815686317
1B4T_A_309,-292.379252524
1B4T_A_31,-291.863935302
1B4T_A_310,-293.214099434
1B4T_A_311,-290.997076463
1B4T_A_312,-291.388867455
1B4T_A_313,-292.842987351
1B4T_A_314,-291.783848495
1B4T_A_315,-292.585634478
1B4T_A_316,-292.094792878
1B4T_A_317,-292.027600615
1B4T_A_318,-291.255887298
1B4T_A_319,-291.668440857
1B4T_A_32,-292.153404392
1B4T_A_320,-291.317309369
1B4T_A_321,-290.510555388
1B4T_A_322,-292.527462022
1B4T_A_323,-291.236895251
1B4T_A_324,-292.248314885
1B4T_A_325,-292.657395801
1B4T_A_326,-291.672300385
1B4T_A_327,-292.532036937
1B4T_A_328,-291.753695082
1B4T_A_329,-292.079439344
1B4T_A_33,-291.543319021
1B4T_A_330,-291.429907112
1B4T_A_331,-292.278698003
1B4T_A_332,-291.695183848
1B4T_A_333,-291.854765791
1B4T_A_334,-292.145517676
1B4T_A_335,-293.30694455
1B4T_A_336,-292.479466316
1B4T_A_337,-292.023543383
1B4T_A_338,-291.487096959
1B4T_A_339,-292.441061316
1B4T_A_34,-291.452774422
1B4T_A_340,-293.334921295
1B4T_A_341,-290.554799363
1B4T_A_342,-291.850182662
1B4T_A_343,-291.834631669
1B4T_A_344,-292.129525527
1B4T_A_345,-291.85351947
1B4T_A_346,-291.582704103
1B4T_A_347,-292.662331418
1B4T_A_348,-292.774803332
1B4T_A_349,-293.675348324
1B4T_A_35,-291.9257464
1B4T_A_350,-292.136460216
1B4T_A_351,-292.106089277
1B4T_A_352,-292.310714715
1B4T_A_353,-292.47815673
1B4T_A_354,-293.156681774
1B4T_A_355,-291.657527609
1B4T_A_356,-291.366617864
1B4T_A_357,-292.142715535
1B4T_A_358,-292.357073419
1B4T_A_359,-291.213896598
1B4T_A_36,-291.774201732
1B4T_A_360,-291.601711322
1B4T_A_361,-293.710122328
1B4T_A_362,-291.250730052
1B4T_A_363,-290.790416696
1B4T_A_364,-292.398948152
1B4T_A_365,-292.002375695
1B4T_A_366,-293.550675604
1B4T_A_367,-293.456637546
1B4T_A_368,-292.265601178
1B4T_A_369,-292.591270598
1B4T_A_37,-293.011959958
1B4T_A_370,-293.020250817
1B4T_A_371,-291.056268639
1B4T_A_372,-292.641381267
1B4T_A_373,-293.347184817
1B4T_A_374,-291.764781867
1B4T_A_375,-291.55779034
1B4T_A_376,-292.153516759
1B4T_A_377,-290.963618402
1B4T_A_378,-291.769552117
1B4T_A_379,-292.195017598
1B4T_A_38,-293.357661075
1B4T_A_380,-291.866141153
1B4T_A_381,-291.026564511
1B4T_A_382,-295.374426423
1B4T_A_383,-291.91817457
1B4T_A_384,-291.899500946
1B4T_A_385,-291.655942163
1B4T_A_386,-291.690181643
1B4T_A_387,-291.406243028
1B4T_A_388,-292.194354182
1B4T_A_389,-291.024118846
1B4T_A_39,-294.117979528
1B4T_A_390,-292.246986976
1B4T_A_391,-292.911910084
1B4T_A_392,-292.489996358
1B4T_A_393,-291.652653476
1B4T_A_394,-293.143621719
1B4T_A_395,-292.438014559
1B4T_A_396,-291.936365615
1B4T_A_397,-291.852362932
1B4T_A_398,-292.309474652
1B4T_A_399,-292.787700014
1B4T_A_4,-292.220023599
1B4T_A_40,-292.386987895
1B4T_A_400,-293.743524942
1B4T_A_401,-292.864019404
1B4T_A_402,-291.843667724
1B4T_A_403,-292.229044307
1B4T_A_404,-293.649846464
1B4T_A_405,-292.200402482
1B4T_A_406,-291.973521101
1B4T_A_407,-291.889223575
1B4T_A_408,-291.92139616
1B4T_A_409,-292.682237684
1B4T_A_41,-292.415931044
1B4T_A_410,-293.094911415
1B4T_A_411,-293.655380169
1B4T_A_412,-292.041776285
1B4T_A_413,-292.291406937
1B4T_A_414,-292.445261831
1B4T_A_415,-292.320111131
1B4T_A_416,-292.888611128
1B4T_A_417,-291.471947718
1B4T_A_418,-292.55004528
1B4T_A_419,-291.129997601
1B4T_A_42,-292.029709261
1B4T_A_420,-292.414437069
1B4T_A_421,-291.550494281
1B4T_A_422,-293.193943481
1B4T_A_423,-291.220876167
1B4T_A_424,-292.848728153
1B4T_A_425,-292.669157648
1B4T_A_426,-291.894873623
1B4T_A_427,-292.909214814
1B4T_A_428,-292.153235827
1B4T_A_429,-293.24631749
1B4T_A_43,-292.239117196
1B4T_A_430,-291.713667228
1B4T_A_431,-291.656466426
1B4T_A_432,-291.972436131
1B4T_A_433,-292.418026525
1B4T_A_434,-291.445274753
1B4T_A_435,-291.022820367
1B4T_A_436,-292.319509363
1B4T_A_437,-292.236365709
1B4T_A_438,-292.5737442
1B4T_A_439,-291.376998363
1B4T_A_44,-292.008001635
1B4T_A_440,-290.712681848
1B4T_A_441,-292.430167746
1B4T_A_442,-291.61162332
1B4T_A_443,-292.218948793
1B4T_A_444,-291.556004011
1B4T_A_445,-293.355023875
1B4T_A_446,-290.23136312
1B4T_A_447,-292.832285177
1B4T_A_448,-292.21625354
1B4T_A_449,-291.879437682
1B4T_A_45,-291.453726301
1B4T_A_450,-294.231559229
1B4T_A_451,-292.845052038
1B4T_A_452,-292.094907777
1B4T_A_453,-291.486001308
1B4T_A_454,-292.908751502
1B4T_A_455,-292.159275473
1B4T_A_456,-291.11481081
1B4T_A_457,-291.951490157
1B4T_A_458,-292.078705975
1B4T_A_459,-292.756986285
1B4T_A_46,-291.867198514
1B4T_A_460,-293.438165747
1B4T_A_461,-291.836667034
1B4T_A_462,-292.137401438
1B4T_A_463,-292.457161216
1B4T_A_464,-292.762228182
1B4T_A_465,-291.909099834
1B4T_A_466,-292.841116535
1B4T_A_467,-291.361276045
1B4T_A_468,-291.990482744
1B4T_A_469,-290.90952117
1B4T_A_47,-292.126387895
1B4T_A_470,-291.953329109
1B4T_A_471,-291.204329122
1B4T_A_472,-291.559883978
1B4T_A_473,-292.757816316
1B4T_A_474,-291.7010371
1B4T_A_475,-292.595714738
1B4T_A_476,-292.613147483
1B4T_A_477,-291.900902387
1B4T_A_478,-291.03386844
1B4T_A_479,-292.289159075
1B4T_A_48,-294.692677643
1B4T_A_480,-291.333930529
1B4T_A_481,-292.633443603
1B4T_A_482,-292.103898067
1B4T_A_483,-292.919283608
1B4T_A_484,-292.559864436
1B4T_A_485,-291.608857879
1B4T_A_486,-291.399972968
1B4T_A_487,-291.353991337
1B4T_A_488,-292.266716874
1B4T_A_489,-291.778955806
1B4T_A_49,-291.542478875
1B4T_A_490,-292.100345627
1B4T_A_491,-291.675283521
1B4T_A_492,-292.449526963
1B4T_A_493,-291.471813291
1B4T_A_494,-290.720130697
1B4T_A_495,-292.165645325
1B4T_A_496,-291.305726219
1B4T_A_497,-291.504886115
1B4T_A_498,-293.031920683
1B4T_A_499,-291.4771867
1B4T_A_5,-290.557544229
1B4T_A_50,-292.957038961
1B4T_A_500,-291.348597639
1B4T_A_51,-291.591312752
1B4T_A_52,-292.023004619
1B4T_A_53,-291.198187265
1B4T_A_54,-291.11369293
1B4T_A_55,-292.13246585
1B4T_A_56,-291.621498521
1B4T_A_57,-293.452807754
1B4T_A_58,-292.297145242
1B4T_A_59,-292.039034912
1B4T_A_6,-293.688186718
1B4T_A_60,-292.410413028
1B4T_A_61,-291.510417413
1B4T_A_62,-293.180211236
1B4T_A_63,-291.833615499
1B4T_A_64,-292.060666642
