PDB	mean_KL_method_rosetta	mean_KL_method_evolved	mean_KL_split_natural
1B4T	2.05674320267	1.45221023359	0.0456471219632
1CI0	2.2818959217	1.61797063215	0.0863743729744
1EFV	1.85995258795	1.50602024533	0.0984789713348
1G58	2.39439036398	1.95035234531	0.0654148558577
1GV3	2.24861877306	1.60042193528	0.118837994101
1HUJ	2.43892170358	1.37533055187	0.110551237387
1HUR	1.68372963689	1.19143135308	0.0956458507252
1IBS	2.30088188819	1.96457051322	0.0674863924399
1JLW	2.57766333241	1.6714510655	0.108461429146
1KY2	1.47562892255	1.05941699846	0.156747750449
1KZL	2.02512537228	1.32648047794	0.147369768431
1M3U	1.95521595959	1.5440018831	0.117121130492
1MOZ	1.81679650709	1.7454506499	0.127540213531
1OKC	3.00996008736	1.28816666932	0.0834266036149
1PV1	2.54288341126	1.96922426309	0.0734612846842
1QMV	2.15756143416	1.06687437286	0.0710015027112
1R6M	1.80509930283	1.14573967276	0.0460014370554
1RII	1.90994307506	1.32030750926	0.0442968709832
1V9S	2.9494058527	2.68904215208	0.0797535514998
1W7W	1.86656277093	1.48972821217	0.0618692268246
1X1O	2.36294726857	1.8366328132	0.0838744861961
1XTD	1.7723615496	1.74651289056	0.128878834983
1YPI	2.26218695309	1.48101314456	0.0697308817648
1YSB	2.41127257762	1.5707802837	0.129989472992
1ZNN	1.68622708781	1.0947732772	0.0750171954653
1ZWK	1.47196260645	0.909965325145	0.0851881440607
2A84	2.38930043161	1.52204337882	0.149599550491
2AIU	0.962665330803	0.587619960078	0.0984257819995
2BCG	1.61659313362	1.11783859768	0.0638152024
2BR9	2.10103084143	0.854214222082	0.0869492149472
2CFE	1.43154148469	0.820578903596	0.0487453080946
2CJM	1.86245600311	0.839514879338	0.104503280325
2CNV	2.18577486127	1.52333718529	0.06326528342
2ESF	2.82349800685	1.80805850173	0.104805400313
2EU8	1.91145643077	1.0523333674	0.0819347701388
2FLI	2.64591787539	2.08552035581	0.0649377733641
2G0N	1.73634600301	0.767195725554	0.0916732417363
2GV5	1.93721729212	1.7297912485	0.123543648771
