PDB,Rosetta Score
1EFV_B_1,-475.161500704
1EFV_B_10,-474.846843235
1EFV_B_100,-473.973637044
1EFV_B_101,-474.400961445
1EFV_B_102,-475.394015523
1EFV_B_103,-475.043495884
1EFV_B_104,-473.677852051
1EFV_B_105,-473.861899386
1EFV_B_106,-474.873701381
1EFV_B_107,-473.335715081
1EFV_B_108,-473.925310109
1EFV_B_109,-473.617485416
1EFV_B_11,-474.531969474
1EFV_B_110,-474.406400452
1EFV_B_111,-473.83344689
1EFV_B_112,-473.601310765
1EFV_B_113,-473.801061348
1EFV_B_114,-476.70719594
1EFV_B_115,-474.238855416
1EFV_B_116,-473.672249205
1EFV_B_117,-473.591210816
1EFV_B_118,-473.268517434
1EFV_B_119,-473.612065868
1EFV_B_12,-475.137276434
1EFV_B_120,-474.363113011
1EFV_B_121,-474.484874776
1EFV_B_122,-473.65817314
1EFV_B_123,-474.655188583
1EFV_B_124,-474.361038439
1EFV_B_125,-473.720580252
1EFV_B_126,-474.049372531
1EFV_B_127,-475.804758609
1EFV_B_128,-473.923736247
1EFV_B_129,-475.572739166
1EFV_B_13,-474.108568191
1EFV_B_130,-474.86054974
1EFV_B_131,-474.417986077
1EFV_B_132,-473.219099644
1EFV_B_133,-473.878923771
1EFV_B_134,-473.554673555
1EFV_B_135,-475.154310904
1EFV_B_136,-473.656671309
1EFV_B_137,-473.9231016
1EFV_B_138,-474.262580738
1EFV_B_139,-474.524034766
1EFV_B_14,-474.421776539
1EFV_B_140,-474.147835871
1EFV_B_141,-473.981212701
1EFV_B_142,-473.009712906
1EFV_B_143,-474.863267852
1EFV_B_144,-473.740368196
1EFV_B_145,-474.37267031
1EFV_B_146,-473.60029261
1EFV_B_147,-473.623856084
1EFV_B_148,-473.088393213
1EFV_B_149,-474.09994575
1EFV_B_15,-475.412535197
1EFV_B_150,-473.503746635
1EFV_B_151,-473.446295656
1EFV_B_152,-473.548397218
1EFV_B_153,-473.25683178
1EFV_B_154,-474.581522775
1EFV_B_155,-473.998973231
1EFV_B_156,-473.947181947
1EFV_B_157,-473.081055897
1EFV_B_158,-473.739294719
1EFV_B_159,-474.14058765
1EFV_B_16,-474.641186342
1EFV_B_160,-474.652802806
1EFV_B_161,-475.755715354
1EFV_B_162,-474.219884073
1EFV_B_163,-474.125445619
1EFV_B_164,-473.64213063
1EFV_B_165,-474.035596153
1EFV_B_166,-474.114905351
1EFV_B_167,-473.928065824
1EFV_B_168,-474.827938609
1EFV_B_169,-475.300095133
1EFV_B_17,-474.899898624
1EFV_B_170,-474.75506454
1EFV_B_171,-475.314217258
1EFV_B_172,-475.011047906
1EFV_B_173,-474.251917207
1EFV_B_174,-474.161829401
1EFV_B_175,-476.614246456
1EFV_B_176,-473.460945026
1EFV_B_177,-473.641009454
1EFV_B_178,-474.539572832
1EFV_B_179,-476.444040629
