PDB	mean_KL_method_rosetta	mean_KL_method_evolved	mean_KL_split_natural
1B4T	0.678759316488	0.412480753918	0.039632428629
1CI0	0.92272863944	0.648331200391	0.0830867468646
1EFV	0.545439080656	0.693345067898	0.0585609455945
1G58	0.774675067621	0.493991182025	0.038966388091
1GV3	0.998165212213	0.443567870129	0.0418306446546
1HUJ	1.00441575514	0.73382410147	0.116303228433
1HUR	0.97987592626	0.917295847837	0.0733900430156
1IBS	0.834049217932	0.837134016262	0.0443306601153
1JLW	0.550205165261	1.05202725509	0.08062046125
1KY2	0.644415596495	0.534244142232	0.0849014454438
1KZL	0.968312639064	0.758112272729	0.0652518510046
1M3U	0.863171652976	0.611014017626	0.0732522239227
1MOZ	1.05107366586	0.858439275885	0.0823107830889
1OKC	0.554231498618	0.902230543759	0.0633232971616
1PV1	1.22011931368	0.836926441564	0.0723963593375
1QMV	0.518448633018	0.273683286883	0.0461089943373
1R6M	0.91697781603	0.815221313906	0.0310645458377
1RII	0.960337304133	0.602375407189	0.0490220370766
1V9S	0.807727685885	0.747667359828	0.0313279471278
1W7W	0.790805756187	0.830613293243	0.0431799509956
1X1O	1.36699223026	0.925264774543	0.0519324533001
1XTD	0.737621084519	1.05822470458	0.0964535524165
1YPI	1.032678577	0.644705359973	0.0560629923857
1YSB	0.545410817972	0.889537102706	0.164288691437
1ZNN	0.580887821169	0.361971779865	0.0446032569001
1ZWK	0.90482895938	0.828639141364	0.0702456607302
2A84	0.930218150597	0.921923465	0.0861525062385
2AIU	0.467738986591	0.42555536581	0.0640053581703
2BCG	0.941063871681	0.650400890523	0.0420703704898
2BR9	0.710114998953	0.688359040645	0.0494777640633
2CFE	0.739655705308	0.417037733929	0.025801179286
2CJM	0.83385914574	0.550546724129	0.04565818025
2CNV	1.05437057693	0.748052846239	0.0599927750819
2ESF	0.703275524808	0.802094678229	0.0584137739607
2EU8	0.671772509183	0.677973211218	0.0616718903359
2FLI	0.973210786805	0.729682998544	0.0301288894153
2G0N	0.655977124152	0.369602644629	0.065052347282
2GV5	0.635008564078	1.44737303134	0.0907820456615
