align_data_array_ordered_1B4T_A_rosetta.dat,1.8169850,-0.2005143
align_data_array_ordered_1CI0_A_rosetta.dat,1.0453335,0.7034394
align_data_array_ordered_1EFV_B_rosetta.dat,1.46469459,-0.06009837
align_data_array_ordered_1G58_B_rosetta.dat,1.38424221,-0.06054894
align_data_array_ordered_1GV3_A_rosetta.dat,1.2669340,-0.0665827
align_data_array_ordered_1HUJ_A_rosetta.dat,1.3218104,0.1642109
align_data_array_ordered_1HUR_A_rosetta.dat,1.6731567,-0.2459343
align_data_array_ordered_1IBS_A_rosetta.dat,1.6782084,-0.6123721
align_data_array_ordered_1JLW_A_rosetta.dat,1.33142107,0.04786788
align_data_array_ordered_1KY2_A_rosetta.dat,1.5686053,-0.2796259
align_data_array_ordered_1KZL_A_rosetta.dat,1.63229241,0.06396611
align_data_array_ordered_1M3U_A_rosetta.dat,1.3554720,0.1469814
align_data_array_ordered_1MOZ_A_rosetta.dat,1.5706338,-0.7172626
align_data_array_ordered_1OKC_A_rosetta.dat,1.0527468,0.2872449
align_data_array_ordered_1PV1_A_rosetta.dat,1.6195827,0.2346825
align_data_array_ordered_1QMV_A_rosetta.dat,1.6167991,0.1908237
align_data_array_ordered_1R6M_A_rosetta.dat,1.5792792,-0.3574945
align_data_array_ordered_1RII_A_rosetta.dat,1.5438119,-0.2348431
align_data_array_ordered_1V9S_B_rosetta.dat,1.7090328,-0.6077971
align_data_array_ordered_1W7W_B_rosetta.dat,1.4211241,-0.1604867
align_data_array_ordered_1X1O_B_rosetta.dat,1.7277255,-0.3867631
align_data_array_ordered_1XTD_A_rosetta.dat,1.572481,-0.229017
align_data_array_ordered_1YPI_A_rosetta.dat,1.39085549,0.03406843
align_data_array_ordered_1YSB_A_rosetta.dat,1.5929201,-0.1986152
align_data_array_ordered_1ZNN_A_rosetta.dat,1.3321986,0.1539078
align_data_array_ordered_1ZWK_A_rosetta.dat,1.3988873,0.3974868
align_data_array_ordered_2A84_A_rosetta.dat,1.2478306,0.3658488
align_data_array_ordered_2AIU_A_rosetta.dat,1.6198213,0.8130338
align_data_array_ordered_2BCG_Y_rosetta.dat,1.5421693,0.1118255
align_data_array_ordered_2BR9_A_rosetta.dat,1.249228,-0.289774
align_data_array_ordered_2CFE_A_rosetta.dat,1.662901,-0.127946
align_data_array_ordered_2CJM_C_rosetta.dat,1.5777174,0.3252599
align_data_array_ordered_2CNV_A_rosetta.dat,1.2419553,0.4215323
align_data_array_ordered_2ESF_A_rosetta.dat,1.2964794,-0.2744662
align_data_array_ordered_2EU8_A_rosetta.dat,1.25107107,0.08295218
align_data_array_ordered_2FLI_A_rosetta.dat,1.4069603,0.2467485
align_data_array_ordered_2G0N_B_rosetta.dat,1.147061,0.343975
align_data_array_ordered_2GV5_D_rosetta.dat,1.2664860,0.1413597
