PDB	mean_KL_method_rosetta	mean_KL_method_evolved	mean_KL_split_natural
1B4T	0.703917437207	0.622285863225	0.0374837698808
1CI0	0.433409504108	0.484350096751	0.0677921464061
1EFV	0.711456001597	1.16914144905	0.0545089213628
1G58	0.706986656969	0.958321009899	0.031849511741
1GV3	0.710589749015	0.665662592762	0.0481962834214
1HUJ	0.539882541861	0.480551353095	0.0869184315829
1HUR	0.595704241325	0.820131992703	0.044822911432
1IBS	1.11727266279	1.21967058448	0.0336605139477
1JLW	0.601185077442	1.03320751111	0.0630786591647
1KY2	0.422064473407	0.501729508803	0.054042799148
1KZL	0.905789034536	1.09796999377	0.0598584925246
1M3U	0.684257283144	0.81224072268	0.0642043047059
1MOZ	0.592774111608	1.05972414925	0.0690821340701
1OKC	0.420359115816	0.689958248336	0.0469575644704
1PV1	0.751876888286	0.828126524037	0.0398615009471
1QMV	0.482606705654	0.50456751354	0.0466838631831
1R6M	0.602824132806	0.646632542529	0.0250474332777
1RII	0.883949416972	0.817356330613	0.0284548814937
1V9S	1.2445841547	1.70231858435	0.034435724753
1W7W	0.68441669681	1.22854550473	0.0365549331932
1X1O	1.1851364561	1.11864800439	0.0443596416782
1XTD	1.2902677726	1.5376271534	0.0971160084975
1YPI	0.82010034958	0.822081620972	0.0499710629948
1YSB	0.814620957975	0.960760217165	0.0748971147112
1ZNN	0.446590460961	0.308906966794	0.0325923299415
1ZWK	0.500527147122	0.686834971017	0.0584743171944
2A84	1.04189249623	0.971057318232	0.063536307445
2AIU	0.52814487295	0.816958998593	0.053023311871
2BCG	0.716833470751	0.886793043122	0.034208023236
2BR9	0.345206836743	0.485574096205	0.0320040910804
2CFE	0.538339755305	0.437371416184	0.0196316196988
2CJM	0.446873094494	0.579448374143	0.0433134532623
2CNV	0.748152029502	0.739433984808	0.0441806707931
2ESF	0.544671040435	1.20948285381	0.0452377481666
2EU8	0.377631513297	0.606837491297	0.0547905453814
2FLI	0.896929423465	1.19971538552	0.0369622930632
2G0N	0.524406038612	0.497903689016	0.0505303790215
2GV5	0.500551436441	0.822699396378	0.0510871288222
